Source Selection Information - See FAR 2.101 and 3.104

,LOCATION,ICAO,COUNTRY/STATE,VENDOR NAME,REFUELING OPERATOR NAME,REFUELING OPERATOR ADDR,REFUELING OPERATOR PHONE,CONTRACT/SOLICIT NO/PR NO,CONTRACT PERIOD,LINE ITEM,PURCHASE PROGRAM,PRODUCT,ADDITIVES,MODE ID,QUANTITY,AWARD PRICE,TOTAL DOLLAR VALUE,
,SAWYER INTERNATIONAL AIRPORT,KSAW,MI,WORLD FUEL SERVICES  INC.,KUBICK AVIATION SERVICES,250 RIVER HILLS ROAD  KINGSFORD MI 49802,906-779-5500,SPE60725D0054,04/01/2025 - 09/30/2028,0003,23C,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,100.000000,10000.00,
,SAWYER INTERNATIONAL AIRPORT,KSAW,MI,WORLD FUEL SERVICES  INC.,KUBICK AVIATION SERVICES,250 RIVER HILLS ROAD  KINGSFORD MI 49802,906-779-5500,SPE60725D0054,04/01/2025 - 09/30/2028,0006,23C,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,100.000000,10000.00,
,SAWYER INTERNATIONAL AIRPORT,KSAW,MI,WORLD FUEL SERVICES  INC.,KUBICK AVIATION SERVICES,250 RIVER HILLS ROAD  KINGSFORD MI 49802,906-779-5500,SPE60725D0054,04/01/2025 - 09/30/2028,0005,23C,FEDERAL EXCISE TAX,FSII,AIRWF,000279744,.218000,60984.19,
,SAWYER INTERNATIONAL AIRPORT,KSAW,MI,WORLD FUEL SERVICES  INC.,KUBICK AVIATION SERVICES,250 RIVER HILLS ROAD  KINGSFORD MI 49802,906-779-5500,SPE60725D0054,04/01/2025 - 09/30/2028,0004,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,000279744,4.637980,1297447.08,
,WILLOW RUN AIRPORT,KYIP,MI,AVFUEL CORP,AVFLIGHT YPSILANTI CORP,2055 C STREET BELLEVILLE MICHIGAN 48111,8109656961,SPE60725D0071,04/01/2025 - 09/30/2028,0004,23C,FEDERAL EXCISE TAX,,AIRWF,000413924,.218000,90235.43,
,WILLOW RUN AIRPORT,KYIP,MI,AVFUEL CORP,AVFLIGHT YPSILANTI CORP,2055 C STREET BELLEVILLE MICHIGAN 48111,8109656961,SPE60725D0071,04/01/2025 - 09/30/2028,0003,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,000413924,2.948750,1220558.40,
,WILLOW RUN AIRPORT,KYIP,MI,AVFUEL CORP,AVFLIGHT YPSILANTI CORP,2055 C STREET BELLEVILLE MICHIGAN 48111,8109656961,SPE60725D0071,04/01/2025 - 09/30/2028,0002,23C,FEDERAL EXCISE TAX,,AIR,000413924,.218000,90235.43,
,WILLOW RUN AIRPORT,KYIP,MI,AVFUEL CORP,AVFLIGHT YPSILANTI CORP,2055 C STREET BELLEVILLE MICHIGAN 48111,8109656961,SPE60725D0071,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,,AIR,000413924,2.908750,1204001.44,
,DULUTH INTERNATIONAL AIRPORT,KDLH,MN,VANTAGE DLH LLC,MONACO AIR DULUTH,4535 AIRPORT APPROACH RD  DULUTH MN 55811,218-727-2911,SPE60725D0173,08/22/2025 - 09/30/2028,0003,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,000882608,4.468140,3943616.11,
,DULUTH INTERNATIONAL AIRPORT,KDLH,MN,VANTAGE DLH LLC,MONACO AIR DULUTH,4535 AIRPORT APPROACH RD  DULUTH MN 55811,218-727-2911,SPE60725D0173,08/22/2025 - 09/30/2028,0002,23C,FEDERAL EXCISE TAX,,AIR,000882608,.218000,192408.54,
,DULUTH INTERNATIONAL AIRPORT,KDLH,MN,VANTAGE DLH LLC,MONACO AIR DULUTH,4535 AIRPORT APPROACH RD  DULUTH MN 55811,218-727-2911,SPE60725D0173,08/22/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,,AIR,000882608,4.408140,3890659.63,
,DULUTH INTERNATIONAL AIRPORT,KDLH,MN,VANTAGE DLH LLC,MONACO AIR DULUTH,4535 AIRPORT APPROACH RD  DULUTH MN 55811,218-727-2911,SPE60725D0173,08/22/2025 - 09/30/2028,0004,23C,FEDERAL EXCISE TAX,FSII,AIRWF,000882608,.218000,192408.54,
,MINNEAPOLIS ST PAUL INTL,KMSP,MN,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,3800 EAST 70TH STREET MINNEAPOLIS MN 55450,6127265700,SPE60725D0015,04/01/2025 - 09/30/2028,0004,23C,FEDERAL EXCISE TAX,FSII,AIRWF,001373840,.218000,299497.12,
,MINNEAPOLIS ST PAUL INTL,KMSP,MN,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,3800 EAST 70TH STREET MINNEAPOLIS MN 55450,6127265700,SPE60725D0015,04/01/2025 - 09/30/2028,0003,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,001373840,4.961033,6815665.58,
,MINNEAPOLIS ST PAUL INTL,KMSP,MN,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,3800 EAST 70TH STREET MINNEAPOLIS MN 55450,6127265700,SPE60725D0015,04/01/2025 - 09/30/2028,0002,23C,FEDERAL EXCISE TAX,,AIR,001373840,.218000,299497.12,
,MINNEAPOLIS ST PAUL INTL,KMSP,MN,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,3800 EAST 70TH STREET MINNEAPOLIS MN 55450,6127265700,SPE60725D0015,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,,AIR,001373840,4.911033,6746973.58,
,BRANSON AIRPORT,KBBG,MO,BRANSON JETCENTER LLC,BRANSON JETCENTER,130 WRIGHT BROTHERS DR HOLLISTER  MO 65672,417-334-8234,SPE60725D0002,04/01/2025 - 09/30/2028,0002,23C,FEDERAL EXCISE TAX,,AIR,000050000,.218000,10900.00,
,BRANSON AIRPORT,KBBG,MO,BRANSON JETCENTER LLC,BRANSON JETCENTER,130 WRIGHT BROTHERS DR HOLLISTER  MO 65672,417-334-8234,SPE60725D0002,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,,AIR,000100000,4.112323,411232.30,
,BRANSON AIRPORT,KBBG,MO,BRANSON JETCENTER LLC,BRANSON JETCENTER,130 WRIGHT BROTHERS DR HOLLISTER  MO 65672,417-334-8234,SPE60725D0002,04/01/2025 - 09/30/2028,0004,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,000050000,4.212323,210616.15,
,BRANSON AIRPORT,KBBG,MO,BRANSON JETCENTER LLC,BRANSON JETCENTER,130 WRIGHT BROTHERS DR HOLLISTER  MO 65672,417-334-8234,SPE60725D0002,04/01/2025 - 09/30/2028,0005,23C,FEDERAL EXCISE TAX,FSII,AIRWF,000050000,.218000,10900.00,
,BRANSON AIRPORT,KBBG,MO,BRANSON JETCENTER LLC,BRANSON JETCENTER,130 WRIGHT BROTHERS DR HOLLISTER  MO 65672,417-334-8234,SPE60725D0002,04/01/2025 - 09/30/2028,0003,23C,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,25.000000,2500.00,
,BRANSON AIRPORT,KBBG,MO,BRANSON JETCENTER LLC,BRANSON JETCENTER,130 WRIGHT BROTHERS DR HOLLISTER  MO 65672,417-334-8234,SPE60725D0002,04/01/2025 - 09/30/2028,0006,23C,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,25.000000,2500.00,
,CAPE GIRARDEAU REGIONAL AIRPORT,KCGI,MO,EASTERN AVIATION FUELS  INC.,CAPE AVIATION,860 RUSH LIMBAUGH JR MEMORIAL DRIVE CAPE GIRARDEAU,5733351973,SPE60725D0043,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,000050000,4.498969,224948.45,
,CAPE GIRARDEAU REGIONAL AIRPORT,KCGI,MO,EASTERN AVIATION FUELS  INC.,CAPE AVIATION,860 RUSH LIMBAUGH JR MEMORIAL DRIVE CAPE GIRARDEAU,5733351973,SPE60725D0043,04/01/2025 - 09/30/2028,0002,23,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,75.000000,7500.00,
,CAPE GIRARDEAU REGIONAL AIRPORT,KCGI,MO,EASTERN AVIATION FUELS  INC.,CAPE AVIATION,860 RUSH LIMBAUGH JR MEMORIAL DRIVE CAPE GIRARDEAU,5733351973,SPE60725D0043,04/01/2025 - 09/30/2028,0003,23 C,FEDERAL EXCISE TAX,FSII,AIRWF,000050000,.218000,10900.00,
,JEFFERSON CITY MEMORIAL AIRPORT,KJEF,MO,JEFFERSON CITY AVIATION  INC.,JEFFERSON CITY AVIATION,501 AIRPORT RD JEFFERSON CITY MISSOURI 65101,5736365118,SPE60725D0013,04/01/2025 - 09/30/2028,0002,23C,FEDERAL EXCISE TAX,FSII,AIRWF,000385000,.218000,83930.00,
,JEFFERSON CITY MEMORIAL AIRPORT,KJEF,MO,JEFFERSON CITY AVIATION  INC.,JEFFERSON CITY AVIATION,501 AIRPORT RD JEFFERSON CITY MISSOURI 65101,5736365118,SPE60725D0013,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,000385000,4.310043,1659366.56,
,KANSAS CITY,KMKC,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,10 NW RICHARD ROAD KANSAS CITY MISSOURI 64116,8168428484,SPE60725D0042,04/01/2025 - 09/30/2028,0002,23 C,FEDERAL EXCISE TAX,,AIR,000399356,.218000,87059.61,
,KANSAS CITY,KMKC,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,10 NW RICHARD ROAD KANSAS CITY MISSOURI 64116,8168428484,SPE60725D0042,04/01/2025 - 09/30/2028,0003,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,000399356,4.336033,1731620.79,
,KANSAS CITY,KMKC,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,10 NW RICHARD ROAD KANSAS CITY MISSOURI 64116,8168428484,SPE60725D0042,04/01/2025 - 09/30/2028,0004,23C,FEDERAL EXCISE TAX,FSII,AIRWF,000399356,.218000,87059.61,
,KANSAS CITY,KMKC,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,10 NW RICHARD ROAD KANSAS CITY MISSOURI 64116,8168428484,SPE60725D0042,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,,AIR,000399356,4.286033,1711652.99,
,LAMBERT INTERNATIONAL AIRPORT,KSTL,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,5995 JAMES S MCDONNELL BLVD ST LOUIS MO 63134,3147317111,SPE60725D0011,04/01/2025 - 09/30/2028,0004,23C,FEDERAL EXCISE TAX,FSII,AIRWF,000877388,.218000,191270.58,
,LAMBERT INTERNATIONAL AIRPORT,KSTL,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,5995 JAMES S MCDONNELL BLVD ST LOUIS MO 63134,3147317111,SPE60725D0011,04/01/2025 - 09/30/2028,0003,23C,TURBINE FUELAVIATION JAA,,AIRWF,000877388,4.270385,3746784.55,
,LAMBERT INTERNATIONAL AIRPORT,KSTL,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,5995 JAMES S MCDONNELL BLVD ST LOUIS MO 63134,3147317111,SPE60725D0011,04/01/2025 - 09/30/2028,0002,23C,FEDERAL EXCISE TAX,,AIR,000877388,.218000,191270.58,
,LAMBERT INTERNATIONAL AIRPORT,KSTL,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,5995 JAMES S MCDONNELL BLVD ST LOUIS MO 63134,3147317111,SPE60725D0011,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,,AIR,000877388,4.220385,3702915.15,
,SPIRIT OF ST LOUIS AIRPORT,KSUS,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,18260 EDISON AVENUE CHESTERFIELD MISSOURI 63005,6365328882,SPE60725D0012,04/01/2025 - 09/30/2028,0003,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,002444168,4.145330,10131882.94,
,SPIRIT OF ST LOUIS AIRPORT,KSUS,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,18260 EDISON AVENUE CHESTERFIELD MISSOURI 63005,6365328882,SPE60725D0012,04/01/2025 - 09/30/2028,0004,23C,FEDERAL EXCISE TAX,FSII,AIRWF,002444168,.218000,532828.62,
,SPIRIT OF ST LOUIS AIRPORT,KSUS,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,18260 EDISON AVENUE CHESTERFIELD MISSOURI 63005,6365328882,SPE60725D0012,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,,AIR,002444168,4.095330,10009674.54,
,SPIRIT OF ST LOUIS AIRPORT,KSUS,MO,SIGNATURE FLIGHT SUPPORT LLC,SIGNATURE FLIGHT SUPPORT,18260 EDISON AVENUE CHESTERFIELD MISSOURI 63005,6365328882,SPE60725D0012,04/01/2025 - 09/30/2028,0002,23C,FEDERAL EXCISE TAX,,AIR,002444168,.218000,532828.62,
,SPRINGFIELD BRANSON NATIONAL,KSGF,MO,PHILLIPS 66 COMPANY,MIDWEST PREMIER,2801 N GENERAL AVIATION AVE  SPRINGFIELD  MO 65803,417-844-1319,SPE60725D0040,04/01/2025 - 09/30/2028,0001,23C,TURBINE FUELAVIATION JAA,FSII,AIRWF,000586376,4.962183,2909705.02,
,SPRINGFIELD BRANSON NATIONAL,KSGF,MO,PHILLIPS 66 COMPANY,MIDWEST PREMIER,2801 N GENERAL AVIATION AVE  SPRINGFIELD  MO 65803,417-844-1319,SPE60725D0040,04/01/2025 - 09/30/2028,0002,,FEDERAL EXCISE TAX,FSII,AIRWF,000586376,.218000,127829.97,
,GOLDEN TRIANGLE RGNL,KGTR,MS,AVFUEL CORP,AVFLIGHT COLUMBUS,1900 AIRPORT RD COLUMBUS MISSISSIPPI 39701,662-328-9312,SPE60723D0076,07/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,002817540,5.065240,14271516.31,
,GOLDEN TRIANGLE RGNL,KGTR,MS,AVFUEL CORP,AVFLIGHT COLUMBUS,1900 AIRPORT RD COLUMBUS MISSISSIPPI 39701,662-328-9312,SPE60723D0076,07/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,,002817540,.218000,614223.72,
,GOLDEN TRIANGLE RGNL,KGTR,MS,AVFUEL CORP,AVFLIGHT COLUMBUS,1900 AIRPORT RD COLUMBUS MISSISSIPPI 39701,662-328-9312,SPE60723D0076,07/01/2023 - 03/31/2027,0006,23S,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,75.000000,7500.00,
,GOLDEN TRIANGLE RGNL,KGTR,MS,AVFUEL CORP,AVFLIGHT COLUMBUS,1900 AIRPORT RD COLUMBUS MISSISSIPPI 39701,662-328-9312,SPE60723D0076,07/01/2023 - 03/31/2027,0004,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,002817540,5.065240,14271516.31,
,GOLDEN TRIANGLE RGNL,KGTR,MS,AVFUEL CORP,AVFLIGHT COLUMBUS,1900 AIRPORT RD COLUMBUS MISSISSIPPI 39701,662-328-9312,SPE60723D0076,07/01/2023 - 03/31/2027,0005,23S,FEDERAL EXCISE TAX,FSII,AIRWF,002817540,.218000,614223.72,
,GOLDEN TRIANGLE RGNL,KGTR,MS,AVFUEL CORP,AVFLIGHT COLUMBUS,1900 AIRPORT RD COLUMBUS MISSISSIPPI 39701,662-328-9312,SPE60723D0076,07/01/2023 - 03/31/2027,0003,23S,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,75.000000,7500.00,
,GREENWOOD LEFLORE AIRPORT,KGWO,MS,EASTERN AVIATION FUELS  INC.,COTTON BELT AVIATION,528 AIRPORT RD GREENWOOD MISSISSIPPI 38930,662-445-4111,SPE60723D0107,07/01/2023 - 03/31/2027,0006,23S,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,75.000000,7500.00,
,GREENWOOD LEFLORE AIRPORT,KGWO,MS,EASTERN AVIATION FUELS  INC.,COTTON BELT AVIATION,528 AIRPORT RD GREENWOOD MISSISSIPPI 38930,662-445-4111,SPE60723D0107,07/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,000120000,5.668968,680276.16,
,GREENWOOD LEFLORE AIRPORT,KGWO,MS,EASTERN AVIATION FUELS  INC.,COTTON BELT AVIATION,528 AIRPORT RD GREENWOOD MISSISSIPPI 38930,662-445-4111,SPE60723D0107,07/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,AIR,000120000,.218000,26160.00,
,GREENWOOD LEFLORE AIRPORT,KGWO,MS,EASTERN AVIATION FUELS  INC.,COTTON BELT AVIATION,528 AIRPORT RD GREENWOOD MISSISSIPPI 38930,662-445-4111,SPE60723D0107,07/01/2023 - 03/31/2027,0003,23S,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,75.000000,7500.00,
,GREENWOOD LEFLORE AIRPORT,KGWO,MS,EASTERN AVIATION FUELS  INC.,COTTON BELT AVIATION,528 AIRPORT RD GREENWOOD MISSISSIPPI 38930,662-445-4111,SPE60723D0107,07/01/2023 - 03/31/2027,0004,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,000120000,5.668968,680276.16,
,GREENWOOD LEFLORE AIRPORT,KGWO,MS,EASTERN AVIATION FUELS  INC.,COTTON BELT AVIATION,528 AIRPORT RD GREENWOOD MISSISSIPPI 38930,662-445-4111,SPE60723D0107,07/01/2023 - 03/31/2027,0005,23S,FEDERAL EXCISE TAX,FSII,AIRWF,000120000,.218000,26160.00,
,GULFPORT BILOXI INTL,KGPT,MS,GULFPORT AVIATION PARTNERS LLC,MILLIONAIRGULFPORT-BILOXI,1100 HANGAR ST. GULFPORT MS 39503,228-701-0400,SPE60723D0040,07/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,001553916,4.768640,7410065.99,
,GULFPORT BILOXI INTL,KGPT,MS,GULFPORT AVIATION PARTNERS LLC,MILLIONAIRGULFPORT-BILOXI,1100 HANGAR ST. GULFPORT MS 39503,228-701-0400,SPE60723D0040,07/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,AIR,001553916,.218000,338753.69,
,GULFPORT BILOXI INTL,KGPT,MS,GULFPORT AVIATION PARTNERS LLC,MILLIONAIRGULFPORT-BILOXI,1100 HANGAR ST. GULFPORT MS 39503,228-701-0400,SPE60723D0040,07/07/2023 - 03/31/2027,0008,23S,Rapid Refueling,FSII,AIRWF,001553916,.250000,388479.00,
,GULFPORT BILOXI INTL,KGPT,MS,GULFPORT AVIATION PARTNERS LLC,MILLIONAIRGULFPORT-BILOXI,1100 HANGAR ST. GULFPORT MS 39503,228-701-0400,SPE60723D0040,07/01/2023 - 03/31/2027,0004,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,001553916,4.918640,7643153.39,
,GULFPORT BILOXI INTL,KGPT,MS,GULFPORT AVIATION PARTNERS LLC,MILLIONAIRGULFPORT-BILOXI,1100 HANGAR ST. GULFPORT MS 39503,228-701-0400,SPE60723D0040,07/01/2023 - 03/31/2027,0005,23S,FEDERAL EXCISE TAX,FSII,AIRWF,001553916,.218000,338753.69,
,GULFPORT BILOXI INTL,KGPT,MS,GULFPORT AVIATION PARTNERS LLC,MILLIONAIRGULFPORT-BILOXI,1100 HANGAR ST. GULFPORT MS 39503,228-701-0400,SPE60723D0040,07/07/2023 - 03/31/2027,0007,23S,Rapid Refueling,,AIR,001553916,.250000,388479.00,
,HATTIESBURG BOBBY L CHAIN MUNI,KHBG,MS,EASTERN AVIATION FUELS  INC.,SOUTHEAST AVIATION,29 ACADEMY DR TERMINAL BLDG HATTIESBURG MS 39401,601-544-8661,SPE60723D0053,07/01/2023 - 03/31/2027,0005,23S,FEDERAL EXCISE TAX,FSII,AIRWF,000432028,.218000,94182.10,
,HATTIESBURG BOBBY L CHAIN MUNI,KHBG,MS,EASTERN AVIATION FUELS  INC.,SOUTHEAST AVIATION,29 ACADEMY DR TERMINAL BLDG HATTIESBURG MS 39401,601-544-8661,SPE60723D0053,07/01/2023 - 03/31/2027,0004,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,000432028,5.557630,2401051.77,
,HATTIESBURG BOBBY L CHAIN MUNI,KHBG,MS,EASTERN AVIATION FUELS  INC.,SOUTHEAST AVIATION,29 ACADEMY DR TERMINAL BLDG HATTIESBURG MS 39401,601-544-8661,SPE60723D0053,07/01/2023 - 03/31/2027,0003,23S,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,125.000000,12500.00,
,HATTIESBURG BOBBY L CHAIN MUNI,KHBG,MS,EASTERN AVIATION FUELS  INC.,SOUTHEAST AVIATION,29 ACADEMY DR TERMINAL BLDG HATTIESBURG MS 39401,601-544-8661,SPE60723D0053,07/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,AIR,000432028,.218000,94182.10,
,HATTIESBURG BOBBY L CHAIN MUNI,KHBG,MS,EASTERN AVIATION FUELS  INC.,SOUTHEAST AVIATION,29 ACADEMY DR TERMINAL BLDG HATTIESBURG MS 39401,601-544-8661,SPE60723D0053,07/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,000432028,5.557630,2401051.77,
,HATTIESBURG BOBBY L CHAIN MUNI,KHBG,MS,EASTERN AVIATION FUELS  INC.,SOUTHEAST AVIATION,29 ACADEMY DR TERMINAL BLDG HATTIESBURG MS 39401,601-544-8661,SPE60723D0053,07/01/2023 - 03/31/2027,0006,23S,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000200,125.000000,25000.00,
,HAWKINS FLD,KHKS,MS,AVFUEL CORP,SKYPORT HOLDINGS JACKSON,596 W RAMP ST  JACKSON  MISSISSIPPI 39209,601-948-8778,SPE60723D0051,07/01/2023 - 03/31/2027,0006,23S,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,69.000000,6900.00,
,HAWKINS FLD,KHKS,MS,AVFUEL CORP,SKYPORT HOLDINGS JACKSON,596 W RAMP ST  JACKSON  MISSISSIPPI 39209,601-948-8778,SPE60723D0051,07/01/2023 - 03/31/2027,0005,23S,FEDERAL EXCISE TAX,FSII,AIRWF,000365015,.218000,79573.27,
,HAWKINS FLD,KHKS,MS,AVFUEL CORP,SKYPORT HOLDINGS JACKSON,596 W RAMP ST  JACKSON  MISSISSIPPI 39209,601-948-8778,SPE60723D0051,07/01/2023 - 03/31/2027,0004,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,000395015,5.100740,2014868.81,
,HAWKINS FLD,KHKS,MS,AVFUEL CORP,SKYPORT HOLDINGS JACKSON,596 W RAMP ST  JACKSON  MISSISSIPPI 39209,601-948-8778,SPE60723D0051,07/01/2023 - 03/31/2027,0003,23S,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,69.000000,6900.00,
,HAWKINS FLD,KHKS,MS,AVFUEL CORP,SKYPORT HOLDINGS JACKSON,596 W RAMP ST  JACKSON  MISSISSIPPI 39209,601-948-8778,SPE60723D0051,07/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,AIR,000365015,.218000,79573.27,
,HAWKINS FLD,KHKS,MS,AVFUEL CORP,SKYPORT HOLDINGS JACKSON,596 W RAMP ST  JACKSON  MISSISSIPPI 39209,601-948-8778,SPE60723D0051,07/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,000365015,5.100740,1861846.61,
,JACKSON EVERS INTL,KJAN,MS,AVFUEL CORP,ATLANTIC AVIATION,120 N HANGAR DRIVE JACKSON MISSISSIPPI 39208,601-939-9366,SPE60723D0052,07/01/2023 - 03/31/2027,0005,23S,FEDERAL EXCISE TAX,FSII,AIRWF,001015992,.218000,221486.26,
,JACKSON EVERS INTL,KJAN,MS,AVFUEL CORP,ATLANTIC AVIATION,120 N HANGAR DRIVE JACKSON MISSISSIPPI 39208,601-939-9366,SPE60723D0052,07/01/2023 - 03/31/2027,0004,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,001015992,5.113240,5195010.93,
,JACKSON EVERS INTL,KJAN,MS,AVFUEL CORP,ATLANTIC AVIATION,120 N HANGAR DRIVE JACKSON MISSISSIPPI 39208,601-939-9366,SPE60723D0052,07/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,001015992,4.963240,5042612.13,
,JACKSON EVERS INTL,KJAN,MS,AVFUEL CORP,ATLANTIC AVIATION,120 N HANGAR DRIVE JACKSON MISSISSIPPI 39208,601-939-9366,SPE60723D0052,07/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,AIR,001015992,.218000,221486.26,
,JACKSON EVERS INTL,KJAN,MS,AVFUEL CORP,ATLANTIC AVIATION,120 N HANGAR DRIVE JACKSON MISSISSIPPI 39208,601-939-9366,SPE60723D0052,07/01/2023 - 03/31/2027,0003,23S,OVERTIME FEE / CALL OUT FEE,,AIR,000000100,100.000000,10000.00,
,JACKSON EVERS INTL,KJAN,MS,AVFUEL CORP,ATLANTIC AVIATION,120 N HANGAR DRIVE JACKSON MISSISSIPPI 39208,601-939-9366,SPE60723D0052,07/01/2023 - 03/31/2027,0006,23S,OVERTIME FEE / CALL OUT FEE,FSII,AIRWF,000000100,100.000000,10000.00,
,MERIDIAN/KEY FIELD,KMEI,MS,MERIDIAN AIRPORT AUTHORITY,MERIDIAN AVIATION,2607 AIRPORT BLVD SOUTH MERIDIAN MISSISSIPPI,601-693-7282,SPE60723D0071,07/30/2024 - 03/31/2027,0006,23S,Rapid Refueling,FSII,AIRWF,005426348,.150000,813952.20,
,MERIDIAN/KEY FIELD,KMEI,MS,MERIDIAN AIRPORT AUTHORITY,MERIDIAN AVIATION,2607 AIRPORT BLVD SOUTH MERIDIAN MISSISSIPPI,601-693-7282,SPE60723D0071,07/01/2023 - 03/31/2027,0003,23S,TURBINE FUELAVIATION JAA,FSII,AIRWF,005426348,4.810240,26102036.20,
,MERIDIAN/KEY FIELD,KMEI,MS,MERIDIAN AIRPORT AUTHORITY,MERIDIAN AVIATION,2607 AIRPORT BLVD SOUTH MERIDIAN MISSISSIPPI,601-693-7282,SPE60723D0071,07/01/2023 - 03/31/2027,0004,23S,FEDERAL EXCISE TAX,FSII,AIRWF,005426348,.218000,1182943.86,
,MERIDIAN/KEY FIELD,KMEI,MS,MERIDIAN AIRPORT AUTHORITY,MERIDIAN AVIATION,2607 AIRPORT BLVD SOUTH MERIDIAN MISSISSIPPI,601-693-7282,SPE60723D0071,07/01/2023 - 03/31/2027,0002,23S,FEDERAL EXCISE TAX,,AIR,005426348,.218000,1182943.86,
,MERIDIAN/KEY FIELD,KMEI,MS,MERIDIAN AIRPORT AUTHORITY,MERIDIAN AVIATION,2607 AIRPORT BLVD SOUTH MERIDIAN MISSISSIPPI,601-693-7282,SPE60723D0071,07/01/2023 - 03/31/2027,0001,23S,TURBINE FUELAVIATION JAA,,AIR,005426348,4.810240,26102036.20,
